,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
65,Building-Autonomous-AI-Agents-with-LangGraph,PacktPublishing,,https://github.com/PacktPublishing/Building-Autonomous-AI-Agents-with-LangGraph,Python,2024-08-06T06:59:01Z,2024-09-11T19:11:31Z,5,3,5,
66,LangGraph_Based_Resume_Screener,Ajithbalakrishnan,An LLM Chatbot based on LangGraph and LangChain that dynamically retrieves and processes resumes using RAG to perform resume screening.,https://github.com/Ajithbalakrishnan/LangGraph_Based_Resume_Screener,Python,2024-08-15T14:31:51Z,2024-09-30T10:10:04Z,7,2,0,Apache License 2.0
67,Finx_LangGraph,DirkMeer,Finxter LangGraph course official repository,https://github.com/DirkMeer/Finx_LangGraph,Python,2024-04-08T01:23:43Z,2024-06-05T08:13:39Z,3,4,0,
68,ai-langgraph-multi-agent,botextractai,Multi AI agent system for report writing with LangGraph,https://github.com/botextractai/ai-langgraph-multi-agent,Python,2024-06-10T01:37:16Z,2024-10-06T13:50:49Z,5,2,0,
69,operagents,yanyongyu,"Dynamic, highly customizable language agents framework",https://github.com/yanyongyu/operagents,Python,2024-03-06T07:11:19Z,2024-09-03T08:02:11Z,24,4,0,Apache License 2.0
70,Streamlit-x-LangGraph-Cookbooks,shiv248,"Streamlit and LangGraph Intersection Starters, LangGraph with Streamlit, Streamlit with LangGraph",https://github.com/shiv248/Streamlit-x-LangGraph-Cookbooks,Python,2024-09-04T03:21:51Z,2024-10-06T01:10:25Z,5,1,0,
71,LangGraph-Chatbot-Tutorial,pavanbelagatti,,https://github.com/pavanbelagatti/LangGraph-Chatbot-Tutorial,Jupyter Notebook,2024-09-23T06:25:07Z,2024-09-25T20:59:26Z,4,4,0,
72,tribe,StreetLamb,Low code tool to rapidly build and coordinate multi-agent teams,https://github.com/StreetLamb/tribe,TypeScript,2024-03-24T01:15:54Z,2024-10-06T15:14:38Z,769,85,3,MIT License
73,langgraph-odsc,emarco177,,https://github.com/emarco177/langgraph-odsc,Jupyter Notebook,2024-08-15T07:57:29Z,2024-09-11T14:25:13Z,2,2,0,Apache License 2.0
74,gpt-all-star,kyaukyuai,🤖 AI-powered code generation tool for scratch development of web applications with a team collaboration of autonomous AI agents.,https://github.com/kyaukyuai/gpt-all-star,Python,2023-12-20T13:05:04Z,2024-10-06T11:58:59Z,86,10,4,MIT License
75,hour_registration_agent_public,PatrickKalkman,A repository that contains all the source code of a Medium article called Unleash Your AI Agent: Automate Time Tracking With LangGraph and Meta Llama 3,https://github.com/PatrickKalkman/hour_registration_agent_public,Python,2024-05-02T10:51:19Z,2024-08-21T19:16:29Z,17,5,0,
76,writers-room-langgraph,0xmerkle,,https://github.com/0xmerkle/writers-room-langgraph,Python,2024-02-27T20:03:53Z,2024-05-11T01:14:58Z,10,0,0,
77,autonomais,nyvyn,Effortless agent-based workflows,https://github.com/nyvyn/autonomais,TypeScript,2024-04-08T17:49:19Z,2024-09-28T00:18:57Z,12,3,0,MIT License
78,LangGraph-GUI-frontend,LangGraph-GUI,Visual node-edge graph GUI editor for LangGraph with reactflow frontend,https://github.com/LangGraph-GUI/LangGraph-GUI-frontend,JavaScript,2024-07-09T11:08:08Z,2024-09-11T02:25:12Z,11,1,0,MIT License
79,telegramGPT,emingenc,"step-by-step guide on creating your very own AI bot using Python, Telegram, and OpenAI GPT models.",https://github.com/emingenc/telegramGPT,Python,2023-04-16T13:13:44Z,2024-10-06T08:24:29Z,16,5,4,GNU General Public License v3.0
80,awesome-multi-agent-papers,kyegomez,A compilation of the best multi-agent papers,https://github.com/kyegomez/awesome-multi-agent-papers,,2024-02-21T19:45:57Z,2024-10-06T02:16:36Z,188,14,0,
81,ielts_assistant_langgraph,phkhanhtrinh23,ielts_assistant_langgraph is an advanced language learning tool designed to provides comprehensive support to enhance your writing skills.,https://github.com/phkhanhtrinh23/ielts_assistant_langgraph,Python,2024-08-06T09:49:12Z,2024-09-30T11:29:13Z,8,0,0,
82,multi_agent_langgraph,Nicolepcx,,https://github.com/Nicolepcx/multi_agent_langgraph,Jupyter Notebook,2024-08-05T06:39:34Z,2024-09-06T19:43:13Z,8,1,0,
83,LangGraph-Visualizer,Coding-Crashkurse,"PoC for visualizing Graphs with React, D3 and FastAPI",https://github.com/Coding-Crashkurse/LangGraph-Visualizer,Python,2024-08-25T15:29:27Z,2024-09-25T12:38:12Z,8,1,0,
84,langgraph-agents-with-amazon-bedrock,aws-samples,,https://github.com/aws-samples/langgraph-agents-with-amazon-bedrock,Jupyter Notebook,2024-09-24T10:23:36Z,2024-10-06T13:59:32Z,10,0,0,MIT No Attribution
85,BrainX,ArtisanCloud,BrainX 是一个智能系统，分析各种媒体格式，整合到知识库，并生成定制内容，包括机器人、洞察和媒体。它旨在为用户提供个性化和自动化的解决方案。,https://github.com/ArtisanCloud/BrainX,Python,2024-03-17T14:34:22Z,2024-10-04T08:59:15Z,22,4,0,Apache License 2.0
86,langgraph_demo,roboticsocialism,A simple demo for langgraph framework,https://github.com/roboticsocialism/langgraph_demo,Python,2024-01-23T00:21:32Z,2024-09-12T20:32:34Z,6,0,0,
87,Self-RAG-Agent-using-LangGraph-with-RAG-Triad-and-OS-Mistral-LLM,Ashufet,,https://github.com/Ashufet/Self-RAG-Agent-using-LangGraph-with-RAG-Triad-and-OS-Mistral-LLM,Jupyter Notebook,2024-03-09T08:04:22Z,2024-07-11T18:25:32Z,6,4,0,Apache License 2.0
88,langgraph-101,langchain-ai,Learn about the fundamentals of LangGraph through a series of notebooks,https://github.com/langchain-ai/langgraph-101,Jupyter Notebook,2024-09-20T14:12:16Z,2024-10-05T07:10:57Z,5,1,0,MIT License
89,langgraph_examples,rajib76,This will have all langgraph examples,https://github.com/rajib76/langgraph_examples,Python,2024-06-13T05:25:46Z,2024-09-23T03:57:26Z,1,2,0,MIT License
90,generate-project-readme-using-langgraph,aws-samples,,https://github.com/aws-samples/generate-project-readme-using-langgraph,Python,2024-09-13T09:59:59Z,2024-09-27T20:37:27Z,8,0,0,MIT No Attribution
91,chainlit_langgraph,brucechou1983,"Chainlit Langgraph Integration: A seamless integration of Chainlit with Langgraph, leveraging Llama 3.2 via Ollama for advanced conversational AI, language processing, and structured data interaction. Ideal for Python developers building AI-driven applications with real-time language models.",https://github.com/brucechou1983/chainlit_langgraph,Python,2024-04-22T08:04:07Z,2024-10-05T15:22:19Z,5,0,0,MIT License
92,financial-chat,wshobson,"A financial chat application powered by LangChain, OpenBB, and Claude 3 Opus.",https://github.com/wshobson/financial-chat,Python,2024-03-31T04:18:38Z,2024-10-04T12:20:48Z,87,28,0,
93,langgraph-feedstock,conda-forge,A conda-smithy repository for langgraph.,https://github.com/conda-forge/langgraph-feedstock,,2024-06-10T08:52:48Z,2024-10-03T03:31:25Z,0,2,0,"BSD 3-Clause ""New"" or ""Revised"" License"
94,LangGraph-Fullstack---Human-in-the-loop,Coding-Crashkurse,,https://github.com/Coding-Crashkurse/LangGraph-Fullstack---Human-in-the-loop,Python,2024-07-22T19:15:58Z,2024-09-09T14:45:55Z,2,3,0,
95,Langgraph-MultiAgent-workflow,Kevin7744,,https://github.com/Kevin7744/Langgraph-MultiAgent-workflow,Python,2024-01-27T08:17:33Z,2024-06-05T08:13:43Z,6,0,0,
96,local_llm_langgraph,rakataprime,a repo of examples of using local llm models with langgraph,https://github.com/rakataprime/local_llm_langgraph,Python,2024-03-14T01:34:22Z,2024-06-30T08:25:47Z,5,1,0,MIT License
97,langgraph-checkpoint-feedstock,conda-forge,A conda-smithy repository for langgraph-checkpoint.,https://github.com/conda-forge/langgraph-checkpoint-feedstock,,2024-08-07T09:02:09Z,2024-10-01T22:02:16Z,0,2,0,"BSD 3-Clause ""New"" or ""Revised"" License"
98,langGraph_swarm,Dmaturana81,A framework that simoulates the Agency swarm library using langgraph,https://github.com/Dmaturana81/langGraph_swarm,Jupyter Notebook,2024-01-31T14:02:49Z,2024-06-30T08:25:54Z,5,0,0,Apache License 2.0
99,openapi2tools,taowenwei,convert an OpenAPI spec to LangGraph tools,https://github.com/taowenwei/openapi2tools,Python,2024-06-30T17:48:47Z,2024-10-01T11:20:05Z,5,0,0,MIT License
100,react-langgraph,emarco177,,https://github.com/emarco177/react-langgraph,Python,2024-06-26T05:19:53Z,2024-08-06T06:40:44Z,4,1,0,
101,NextAGIFuture,Onelevenvy,"NextAGIFuture is a low-code platform for rapidly building chatbots, RAG applications, and coordinating multi-agent teams, primarily using LangChain, LangGraph, NextJS, and FastAPI.",https://github.com/Onelevenvy/NextAGIFuture,TypeScript,2024-09-04T01:21:01Z,2024-10-06T13:21:43Z,16,2,0,MIT License
102,langgraph-react-component-gen,Gitmaxd,,https://github.com/Gitmaxd/langgraph-react-component-gen,Python,2024-08-10T22:24:46Z,2024-08-13T18:22:41Z,5,1,0,
